Question ID,Row Label,Column Label,Question Text,Status,First Year,Last Year,Description Count
09F04,"Physical sciences, physics",NASA,Federal expenditures by field and agency,Consistent,20102010,20242024,1
09F04,"Physical sciences, physics",NSF,Federal expenditures by field and agency,Consistent,20102010,20242024,1
09F04,"Physical sciences, physics",Other agencies,Federal expenditures by field and agency,Consistent,20102010,20242024,1
09F04,"Physical sciences, physics",Total,Federal expenditures by field and agency,Consistent,20102010,20242024,1
09F04,"Physical sciences, physics",USDA,Federal expenditures by field and agency,Consistent,20102010,20242024,1
09F05,"Physical sciences, other",DOD,Federal expenditures by field and agency,Consistent,20102010,20242024,1
09F05,"Physical sciences, other",DOE,Federal expenditures by field and agency,Consistent,20102010,20242024,1
09F05,"Physical sciences, other",HHS,Federal expenditures by field and agency,Consistent,20102010,20242024,1
09F05,"Physical sciences, other",NASA,Federal expenditures by field and agency,Consistent,20102010,20242024,1
09F05,"Physical sciences, other",NSF,Federal expenditures by field and agency,Consistent,20102010,20242024,1
09F05,"Physical sciences, other",Other agencies,Federal expenditures by field and agency,Consistent,20102010,20242024,1
09F05,"Physical sciences, other",Total,Federal expenditures by field and agency,Consistent,20102010,20242024,1
09F05,"Physical sciences, other",USDA,Federal expenditures by field and agency,Consistent,20102010,20242024,1
09F06,"Physical sciences, all",DOD,Federal expenditures by field and agency,Consistent,20102010,20242024,1
09F06,"Physical sciences, all",DOE,Federal expenditures by field and agency,Consistent,20102010,20242024,1
09F06,"Physical sciences, all",HHS,Federal expenditures by field and agency,Consistent,20102010,20242024,1
09F06,"Physical sciences, all",NASA,Federal expenditures by field and agency,Consistent,20102010,20242024,1
09F06,"Physical sciences, all",NSF,Federal expenditures by field and agency,Consistent,20102010,20242024,1
09F06,"Physical sciences, all",Other agencies,Federal expenditures by field and agency,Consistent,20102010,20242024,1
09F06,"Physical sciences, all",Total,Federal expenditures by field and agency,Consistent,20102010,20242024,1
09F06,"Physical sciences, all",USDA,Federal expenditures by field and agency,Consistent,20102010,20242024,1
09G,"Psychology, all",DOD,Federal expenditures by field and agency,Consistent,20102010,20242024,1
09G,"Psychology, all",DOE,Federal expenditures by field and agency,Consistent,20102010,20242024,1
09G,"Psychology, all",HHS,Federal expenditures by field and agency,Consistent,20102010,20242024,1
09G,"Psychology, all",NASA,Federal expenditures by field and agency,Consistent,20102010,20242024,1
09G,"Psychology, all",NSF,Federal expenditures by field and agency,Consistent,20102010,20242024,1
09G,"Psychology, all",Other agencies,Federal expenditures by field and agency,Consistent,20102010,20242024,1
09G,"Psychology, all",Total,Federal expenditures by field and agency,Consistent,20102010,20242024,1
09G,"Psychology, all",USDA,Federal expenditures by field and agency,Consistent,20102010,20242024,1
09H01,"Social sciences, anthropology",DOD,Federal expenditures by field and agency,New / Added,20162016,20242024,1
09H01,"Social sciences, anthropology",DOE,Federal expenditures by field and agency,New / Added,20162016,20242024,1
09H01,"Social sciences, anthropology",HHS,Federal expenditures by field and agency,New / Added,20162016,20242024,1
09H01,"Social sciences, anthropology",NASA,Federal expenditures by field and agency,New / Added,20162016,20242024,1
09H01,"Social sciences, anthropology",NSF,Federal expenditures by field and agency,New / Added,20162016,20242024,1
09H01,"Social sciences, anthropology",Other agencies,Federal expenditures by field and agency,New / Added,20162016,20242024,1
09H01,"Social sciences, anthropology",Total,Federal expenditures by field and agency,New / Added,20162016,20242024,1
09H01,"Social sciences, anthropology",USDA,Federal expenditures by field and agency,New / Added,20162016,20242024,1
09H02,"Social sciences, economics",DOD,Federal expenditures by field and agency,Consistent,20102010,20242024,1
09H02,"Social sciences, economics",DOE,Federal expenditures by field and agency,Consistent,20102010,20242024,1
09H02,"Social sciences, economics",HHS,Federal expenditures by field and agency,Consistent,20102010,20242024,1
09H02,"Social sciences, economics",NASA,Federal expenditures by field and agency,Consistent,20102010,20242024,1
09H02,"Social sciences, economics",NSF,Federal expenditures by field and agency,Consistent,20102010,20242024,1
09H02,"Social sciences, economics",Other agencies,Federal expenditures by field and agency,Consistent,20102010,20242024,1
09H02,"Social sciences, economics",Total,Federal expenditures by field and agency,Consistent,20102010,20242024,1
09H02,"Social sciences, economics",USDA,Federal expenditures by field and agency,Consistent,20102010,20242024,1
09H03,"Social sciences, political science and government",DOD,Federal expenditures by field and agency,Consistent,20102010,20242024,1
09H03,"Social sciences, political science and government",DOE,Federal expenditures by field and agency,Consistent,20102010,20242024,1
09H03,"Social sciences, political science and government",HHS,Federal expenditures by field and agency,Consistent,20102010,20242024,1
09H03,"Social sciences, political science and government",NASA,Federal expenditures by field and agency,Consistent,20102010,20242024,1
09H03,"Social sciences, political science and government",NSF,Federal expenditures by field and agency,Consistent,20102010,20242024,1
09H03,"Social sciences, political science and government",Other agencies,Federal expenditures by field and agency,Consistent,20102010,20242024,1
09H03,"Social sciences, political science and government",Total,Federal expenditures by field and agency,Consistent,20102010,20242024,1
09H03,"Social sciences, political science and government",USDA,Federal expenditures by field and agency,Consistent,20102010,20242024,1
09H04,"Social sciences, sociology, demography, and population studies",DOD,Federal expenditures by field and agency,Consistent,20102010,20242024,1
09H04,"Social sciences, sociology, demography, and population studies",DOE,Federal expenditures by field and agency,Consistent,20102010,20242024,1
09H04,"Social sciences, sociology, demography, and population studies",HHS,Federal expenditures by field and agency,Consistent,20102010,20242024,1
09H04,"Social sciences, sociology, demography, and population studies",NASA,Federal expenditures by field and agency,Consistent,20102010,20242024,1
09H04,"Social sciences, sociology, demography, and population studies",NSF,Federal expenditures by field and agency,Consistent,20102010,20242024,1
09H04,"Social sciences, sociology, demography, and population studies",Other agencies,Federal expenditures by field and agency,Consistent,20102010,20242024,1
09H04,"Social sciences, sociology, demography, and population studies",Total,Federal expenditures by field and agency,Consistent,20102010,20242024,1
09H04,"Social sciences, sociology, demography, and population studies",USDA,Federal expenditures by field and agency,Consistent,20102010,20242024,1
09H05,"Social sciences, other",DOD,Federal expenditures by field and agency,Consistent,20102010,20242024,1
09H05,"Social sciences, other",DOE,Federal expenditures by field and agency,Consistent,20102010,20242024,1
09H05,"Social sciences, other",HHS,Federal expenditures by field and agency,Consistent,20102010,20242024,1
09H05,"Social sciences, other",NASA,Federal expenditures by field and agency,Consistent,20102010,20242024,1
09H05,"Social sciences, other",NSF,Federal expenditures by field and agency,Consistent,20102010,20242024,1
09H05,"Social sciences, other",Other agencies,Federal expenditures by field and agency,Consistent,20102010,20242024,1
09H05,"Social sciences, other",Total,Federal expenditures by field and agency,Consistent,20102010,20242024,1
09H05,"Social sciences, other",USDA,Federal expenditures by field and agency,Consistent,20102010,20242024,1
09H06,"Social sciences, all",DOD,Federal expenditures by field and agency,Consistent,20102010,20242024,1
09H06,"Social sciences, all",DOE,Federal expenditures by field and agency,Consistent,20102010,20242024,1
09H06,"Social sciences, all",HHS,Federal expenditures by field and agency,Consistent,20102010,20242024,1
09H06,"Social sciences, all",NASA,Federal expenditures by field and agency,Consistent,20102010,20242024,1
09H06,"Social sciences, all",NSF,Federal expenditures by field and agency,Consistent,20102010,20242024,1
09H06,"Social sciences, all",Other agencies,Federal expenditures by field and agency,Consistent,20102010,20242024,1
09H06,"Social sciences, all",Total,Federal expenditures by field and agency,Consistent,20102010,20242024,1
09H06,"Social sciences, all",USDA,Federal expenditures by field and agency,Consistent,20102010,20242024,1
09I,"Other sciences, all",DOD,Federal expenditures by field and agency,Consistent,20102010,20242024,1
09I,"Other sciences, all",DOE,Federal expenditures by field and agency,Consistent,20102010,20242024,1
09I,"Other sciences, all",HHS,Federal expenditures by field and agency,Consistent,20102010,20242024,1
09I,"Other sciences, all",NASA,Federal expenditures by field and agency,Consistent,20102010,20242024,1
09I,"Other sciences, all",NSF,Federal expenditures by field and agency,Consistent,20102010,20242024,1
09I,"Other sciences, all",Other agencies,Federal expenditures by field and agency,Consistent,20102010,20242024,1
09I,"Other sciences, all",Total,Federal expenditures by field and agency,Consistent,20102010,20242024,1
09I,"Other sciences, all",USDA,Federal expenditures by field and agency,Consistent,20102010,20242024,1
09J01,"Non-S&E, business management and business administration",DOD,Federal expenditures by field and agency,Consistent,20102010,20242024,1
09J01,"Non-S&E, business management and business administration",DOE,Federal expenditures by field and agency,Consistent,20102010,20242024,1
09J01,"Non-S&E, business management and business administration",HHS,Federal expenditures by field and agency,Consistent,20102010,20242024,1
09J01,"Non-S&E, business management and business administration",NASA,Federal expenditures by field and agency,Consistent,20102010,20242024,1
09J01,"Non-S&E, business management and business administration",NSF,Federal expenditures by field and agency,Consistent,20102010,20242024,1
09J01,"Non-S&E, business management and business administration",Other agencies,Federal expenditures by field and agency,Consistent,20102010,20242024,1
09J01,"Non-S&E, business management and business administration",Total,Federal expenditures by field and agency,Consistent,20102010,20242024,1
09J01,"Non-S&E, business management and business administration",USDA,Federal expenditures by field and agency,Consistent,20102010,20242024,1
09J02,"Non-S&E, communication and communications technologies",DOD,Federal expenditures by field and agency,Consistent,20102010,20242024,1
09J02,"Non-S&E, communication and communications technologies",DOE,Federal expenditures by field and agency,Consistent,20102010,20242024,1
09J02,"Non-S&E, communication and communications technologies",HHS,Federal expenditures by field and agency,Consistent,20102010,20242024,1
09J02,"Non-S&E, communication and communications technologies",NASA,Federal expenditures by field and agency,Consistent,20102010,20242024,1
09J02,"Non-S&E, communication and communications technologies",NSF,Federal expenditures by field and agency,Consistent,20102010,20242024,1
09J02,"Non-S&E, communication and communications technologies",Other agencies,Federal expenditures by field and agency,Consistent,20102010,20242024,1
09J02,"Non-S&E, communication and communications technologies",Total,Federal expenditures by field and agency,Consistent,20102010,20242024,1
09J02,"Non-S&E, communication and communications technologies",USDA,Federal expenditures by field and agency,Consistent,20102010,20242024,1
09J03,"Non-S&E, education",DOD,Federal expenditures by field and agency,Consistent,20102010,20242024,1
09J03,"Non-S&E, education",DOE,Federal expenditures by field and agency,Consistent,20102010,20242024,1
09J03,"Non-S&E, education",HHS,Federal expenditures by field and agency,Consistent,20102010,20242024,1
09J03,"Non-S&E, education",NASA,Federal expenditures by field and agency,Consistent,20102010,20242024,1
09J03,"Non-S&E, education",NSF,Federal expenditures by field and agency,Consistent,20102010,20242024,1
09J03,"Non-S&E, education",Other agencies,Federal expenditures by field and agency,Consistent,20102010,20242024,1
09J03,"Non-S&E, education",Total,Federal expenditures by field and agency,Consistent,20102010,20242024,1
09J03,"Non-S&E, education",USDA,Federal expenditures by field and agency,Consistent,20102010,20242024,1
09J04,"Non-S&E, humanities",DOD,Federal expenditures by field and agency,Consistent,20102010,20242024,1
09J04,"Non-S&E, humanities",DOE,Federal expenditures by field and agency,Consistent,20102010,20242024,1
09J04,"Non-S&E, humanities",HHS,Federal expenditures by field and agency,Consistent,20102010,20242024,1
09J04,"Non-S&E, humanities",NASA,Federal expenditures by field and agency,Consistent,20102010,20242024,1
09J04,"Non-S&E, humanities",NSF,Federal expenditures by field and agency,Consistent,20102010,20242024,1
09J04,"Non-S&E, humanities",Other agencies,Federal expenditures by field and agency,Consistent,20102010,20242024,1
09J04,"Non-S&E, humanities",Total,Federal expenditures by field and agency,Consistent,20102010,20242024,1
09J04,"Non-S&E, humanities",USDA,Federal expenditures by field and agency,Consistent,20102010,20242024,1
09J05,"Non-S&E, law",DOD,Federal expenditures by field and agency,Consistent,20102010,20242024,1
09J05,"Non-S&E, law",DOE,Federal expenditures by field and agency,Consistent,20102010,20242024,1
09J05,"Non-S&E, law",HHS,Federal expenditures by field and agency,Consistent,20102010,20242024,1
09J05,"Non-S&E, law",NASA,Federal expenditures by field and agency,Consistent,20102010,20242024,1
09J05,"Non-S&E, law",NSF,Federal expenditures by field and agency,Consistent,20102010,20242024,1
09J05,"Non-S&E, law",Other agencies,Federal expenditures by field and agency,Consistent,20102010,20242024,1
09J05,"Non-S&E, law",Total,Federal expenditures by field and agency,Consistent,20102010,20242024,1
09J05,"Non-S&E, law",USDA,Federal expenditures by field and agency,Consistent,20102010,20242024,1
09J06,"Non-S&E, social work",DOD,Federal expenditures by field and agency,Consistent,20102010,20242024,1
09J06,"Non-S&E, social work",DOE,Federal expenditures by field and agency,Consistent,20102010,20242024,1
09J06,"Non-S&E, social work",HHS,Federal expenditures by field and agency,Consistent,20102010,20242024,1
09J06,"Non-S&E, social work",NASA,Federal expenditures by field and agency,Consistent,20102010,20242024,1
09J06,"Non-S&E, social work",NSF,Federal expenditures by field and agency,Consistent,20102010,20242024,1
09J06,"Non-S&E, social work",Other agencies,Federal expenditures by field and agency,Consistent,20102010,20242024,1
09J06,"Non-S&E, social work",Total,Federal expenditures by field and agency,Consistent,20102010,20242024,1
09J06,"Non-S&E, social work",USDA,Federal expenditures by field and agency,Consistent,20102010,20242024,1
09J07,"Non-S&E, visual and performing arts",DOD,Federal expenditures by field and agency,Consistent,20102010,20242024,1
09J07,"Non-S&E, visual and performing arts",DOE,Federal expenditures by field and agency,Consistent,20102010,20242024,1
09J07,"Non-S&E, visual and performing arts",HHS,Federal expenditures by field and agency,Consistent,20102010,20242024,1
09J07,"Non-S&E, visual and performing arts",NASA,Federal expenditures by field and agency,Consistent,20102010,20242024,1
09J07,"Non-S&E, visual and performing arts",NSF,Federal expenditures by field and agency,Consistent,20102010,20242024,1
09J07,"Non-S&E, visual and performing arts",Other agencies,Federal expenditures by field and agency,Consistent,20102010,20242024,1
09J07,"Non-S&E, visual and performing arts",Total,Federal expenditures by field and agency,Consistent,20102010,20242024,1
09J07,"Non-S&E, visual and performing arts",USDA,Federal expenditures by field and agency,Consistent,20102010,20242024,1
09J08,"Non-S&E, other",DOD,Federal expenditures by field and agency,Consistent,20102010,20242024,1
09J08,"Non-S&E, other",DOE,Federal expenditures by field and agency,Consistent,20102010,20242024,1
09J08,"Non-S&E, other",HHS,Federal expenditures by field and agency,Consistent,20102010,20242024,1
09J08,"Non-S&E, other",NASA,Federal expenditures by field and agency,Consistent,20102010,20242024,1
09J08,"Non-S&E, other",NSF,Federal expenditures by field and agency,Consistent,20102010,20242024,1
09J08,"Non-S&E, other",Other agencies,Federal expenditures by field and agency,Consistent,20102010,20242024,1
09J08,"Non-S&E, other",Total,Federal expenditures by field and agency,Consistent,20102010,20242024,1
09J08,"Non-S&E, other",USDA,Federal expenditures by field and agency,Consistent,20102010,20242024,1
09J09,"Non-S&E, all",DOD,Federal expenditures by field and agency,Consistent,20102010,20242024,1
09J09,"Non-S&E, all",DOE,Federal expenditures by field and agency,Consistent,20102010,20242024,1
09J09,"Non-S&E, all",HHS,Federal expenditures by field and agency,Consistent,20102010,20242024,1
09J09,"Non-S&E, all",NASA,Federal expenditures by field and agency,Consistent,20102010,20242024,1
09J09,"Non-S&E, all",NSF,Federal expenditures by field and agency,Consistent,20102010,20242024,1
09J09,"Non-S&E, all",Other agencies,Federal expenditures by field and agency,Consistent,20102010,20242024,1
09J09,"Non-S&E, all",Total,Federal expenditures by field and agency,Consistent,20102010,20242024,1
09J09,"Non-S&E, all",USDA,Federal expenditures by field and agency,Consistent,20102010,20242024,1
09K,All,DOD,Federal expenditures by field and agency,Consistent,20102010,20242024,1
09K,All,DOE,Federal expenditures by field and agency,Consistent,20102010,20242024,1
09K,All,HHS,Federal expenditures by field and agency,Consistent,20102010,20242024,1
09K,All,NASA,Federal expenditures by field and agency,Consistent,20102010,20242024,1
09K,All,NSF,Federal expenditures by field and agency,Consistent,20102010,20242024,1
09K,All,Other agencies,Federal expenditures by field and agency,Consistent,20102010,20242024,1
09K,All,Total,Federal expenditures by field and agency,Consistent,20102010,20242024,1
09K,All,USDA,Federal expenditures by field and agency,Consistent,20102010,20242024,1
10,01,,Other agency specified,Consistent,20102010,20242024,1
10,01,Campus 2,Other agency specified,Consistent,20102010,20242024,1
10,02,,Other agency specified,Consistent,20102010,20242024,1
10,02,Campus 2,Other agency specified,Consistent,20102010,20242024,1
10,03,,Other agency specified,Consistent,20102010,20242024,1
10,03,Campus 2,Other agency specified,Consistent,20102010,20242024,1
10,04,,Other agency specified,Consistent,20102010,20242024,1
10,04,Campus 2,Other agency specified,Consistent,20102010,20242024,1
10,05,,Other agency specified,Consistent,20102010,20242024,1
10,05,Campus 2,Other agency specified,New / Added,20182018,20242024,1
10,06,,Other agency specified,Consistent,20102010,20242024,1
10,06,Campus 2,Other agency specified,New / Added,20182018,20242024,1
10,07,,Other agency specified,Consistent,20102010,20242024,1
10,07,Campus 2,Other agency specified,New / Added,20192019,20242024,1
10,08,,Other agency specified,Consistent,20102010,20242024,1
10,08,Campus 2,Other agency specified,New / Added,20192019,20242024,1
10,09,,Other agency specified,Consistent,20102010,20242024,1
10,09,Campus 2,Other agency specified,New / Added,20192019,20242024,1
10,10,,Other agency specified,Consistent,20102010,20242024,1
10,10,Campus 2,Other agency specified,New / Added,20202020,20242024,1
10,"Other, not listed separately",,Other agency specified,Consistent,20102010,20242024,1
11A,"Computer and information sciences, all",All other sources,Nonfederal expenditures by field and source,Consistent,20102010,20242024,1
11A,"Computer and information sciences, all",Business,Nonfederal expenditures by field and source,Consistent,20102010,20242024,1
11A,"Computer and information sciences, all",Institution funds,Nonfederal expenditures by field and source,Consistent,20102010,20242024,1
11A,"Computer and information sciences, all",Nonprofit organziations,Nonfederal expenditures by field and source,Consistent,20102010,20242024,1
11A,"Computer and information sciences, all",State and local government,Nonfederal expenditures by field and source,Consistent,20102010,20242024,1
11A,"Computer and information sciences, all",Total,Nonfederal expenditures by field and source,Consistent,20102010,20242024,1
11B01,"Engineering, aerospace, aeronautical, and astronautical",All other sources,Nonfederal expenditures by field and source,Consistent,20102010,20242024,1
11B01,"Engineering, aerospace, aeronautical, and astronautical",Business,Nonfederal expenditures by field and source,Consistent,20102010,20242024,1
11B01,"Engineering, aerospace, aeronautical, and astronautical",Institution funds,Nonfederal expenditures by field and source,Consistent,20102010,20242024,1
11B01,"Engineering, aerospace, aeronautical, and astronautical",Nonprofit organziations,Nonfederal expenditures by field and source,Consistent,20102010,20242024,1
11B01,"Engineering, aerospace, aeronautical, and astronautical",State and local government,Nonfederal expenditures by field and source,Consistent,20102010,20242024,1
11B01,"Engineering, aerospace, aeronautical, and astronautical",Total,Nonfederal expenditures by field and source,Consistent,20102010,20242024,1
11B02,"Engineering, bioengineering and biomedical engineering",All other sources,Nonfederal expenditures by field and source,Consistent,20102010,20242024,1
11B02,"Engineering, bioengineering and biomedical engineering",Business,Nonfederal expenditures by field and source,Consistent,20102010,20242024,1
11B02,"Engineering, bioengineering and biomedical engineering",Institution funds,Nonfederal expenditures by field and source,Consistent,20102010,20242024,1
11B02,"Engineering, bioengineering and biomedical engineering",Nonprofit organziations,Nonfederal expenditures by field and source,Consistent,20102010,20242024,1
11B02,"Engineering, bioengineering and biomedical engineering",State and local government,Nonfederal expenditures by field and source,Consistent,20102010,20242024,1
11B02,"Engineering, bioengineering and biomedical engineering",Total,Nonfederal expenditures by field and source,Consistent,20102010,20242024,1
11B03,"Engineering, chemical",All other sources,Nonfederal expenditures by field and source,Consistent,20102010,20242024,1
11B03,"Engineering, chemical",Business,Nonfederal expenditures by field and source,Consistent,20102010,20242024,1
11B03,"Engineering, chemical",Institution funds,Nonfederal expenditures by field and source,Consistent,20102010,20242024,1
11B03,"Engineering, chemical",Nonprofit organziations,Nonfederal expenditures by field and source,Consistent,20102010,20242024,1
11B03,"Engineering, chemical",State and local government,Nonfederal expenditures by field and source,Consistent,20102010,20242024,1
11B03,"Engineering, chemical",Total,Nonfederal expenditures by field and source,Consistent,20102010,20242024,1
11B04,"Engineering, civil",All other sources,Nonfederal expenditures by field and source,Consistent,20102010,20242024,1
11B04,"Engineering, civil",Business,Nonfederal expenditures by field and source,Consistent,20102010,20242024,1
11B04,"Engineering, civil",Institution funds,Nonfederal expenditures by field and source,Consistent,20102010,20242024,1
11B04,"Engineering, civil",Nonprofit organziations,Nonfederal expenditures by field and source,Consistent,20102010,20242024,1
11B04,"Engineering, civil",State and local government,Nonfederal expenditures by field and source,Consistent,20102010,20242024,1
11B04,"Engineering, civil",Total,Nonfederal expenditures by field and source,Consistent,20102010,20242024,1
11B05,"Engineering, electrical, electronic, and communications",All other sources,Nonfederal expenditures by field and source,Consistent,20102010,20242024,1
11B05,"Engineering, electrical, electronic, and communications",Business,Nonfederal expenditures by field and source,Consistent,20102010,20242024,1
11B05,"Engineering, electrical, electronic, and communications",Institution funds,Nonfederal expenditures by field and source,Consistent,20102010,20242024,1
11B05,"Engineering, electrical, electronic, and communications",Nonprofit organziations,Nonfederal expenditures by field and source,Consistent,20102010,20242024,1
11B05,"Engineering, electrical, electronic, and communications",State and local government,Nonfederal expenditures by field and source,Consistent,20102010,20242024,1
11B05,"Engineering, electrical, electronic, and communications",Total,Nonfederal expenditures by field and source,Consistent,20102010,20242024,1
11B06,"Engineering, industrial and manufacturing",All other sources,Nonfederal expenditures by field and source,New / Added,20162016,20242024,1
11B06,"Engineering, industrial and manufacturing",Business,Nonfederal expenditures by field and source,New / Added,20162016,20242024,1
11B06,"Engineering, industrial and manufacturing",Institution funds,Nonfederal expenditures by field and source,New / Added,20162016,20242024,1
11B06,"Engineering, industrial and manufacturing",Nonprofit organziations,Nonfederal expenditures by field and source,New / Added,20162016,20242024,1
11B06,"Engineering, industrial and manufacturing",State and local government,Nonfederal expenditures by field and source,New / Added,20162016,20242024,1
11B06,"Engineering, industrial and manufacturing",Total,Nonfederal expenditures by field and source,New / Added,20162016,20242024,1
11B07,"Engineering, mechanical",All other sources,Nonfederal expenditures by field and source,Consistent,20102010,20242024,1
11B07,"Engineering, mechanical",Business,Nonfederal expenditures by field and source,Consistent,20102010,20242024,1
11B07,"Engineering, mechanical",Institution funds,Nonfederal expenditures by field and source,Consistent,20102010,20242024,1
11B07,"Engineering, mechanical",Nonprofit organziations,Nonfederal expenditures by field and source,Consistent,20102010,20242024,1
11B07,"Engineering, mechanical",State and local government,Nonfederal expenditures by field and source,Consistent,20102010,20242024,1
11B07,"Engineering, mechanical",Total,Nonfederal expenditures by field and source,Consistent,20102010,20242024,1
11B08,"Engineering, metallurgical and materials",All other sources,Nonfederal expenditures by field and source,Consistent,20102010,20242024,1
11B08,"Engineering, metallurgical and materials",Business,Nonfederal expenditures by field and source,Consistent,20102010,20242024,1
11B08,"Engineering, metallurgical and materials",Institution funds,Nonfederal expenditures by field and source,Consistent,20102010,20242024,1
11B08,"Engineering, metallurgical and materials",Nonprofit organziations,Nonfederal expenditures by field and source,Consistent,20102010,20242024,1
11B08,"Engineering, metallurgical and materials",State and local government,Nonfederal expenditures by field and source,Consistent,20102010,20242024,1
11B08,"Engineering, metallurgical and materials",Total,Nonfederal expenditures by field and source,Consistent,20102010,20242024,1
11B09,"Engineering, other",All other sources,Nonfederal expenditures by field and source,Consistent,20102010,20242024,1
11B09,"Engineering, other",Business,Nonfederal expenditures by field and source,Consistent,20102010,20242024,1
11B09,"Engineering, other",Institution funds,Nonfederal expenditures by field and source,Consistent,20102010,20242024,1
11B09,"Engineering, other",Nonprofit organziations,Nonfederal expenditures by field and source,Consistent,20102010,20242024,1
11B09,"Engineering, other",State and local government,Nonfederal expenditures by field and source,Consistent,20102010,20242024,1
11B09,"Engineering, other",Total,Nonfederal expenditures by field and source,Consistent,20102010,20242024,1
11B10,"Engineering, all",All other sources,Nonfederal expenditures by field and source,Consistent,20102010,20242024,1
11B10,"Engineering, all",Business,Nonfederal expenditures by field and source,Consistent,20102010,20242024,1
11B10,"Engineering, all",Institution funds,Nonfederal expenditures by field and source,Consistent,20102010,20242024,1
11B10,"Engineering, all",Nonprofit organziations,Nonfederal expenditures by field and source,Consistent,20102010,20242024,1
11B10,"Engineering, all",State and local government,Nonfederal expenditures by field and source,Consistent,20102010,20242024,1
11B10,"Engineering, all",Total,Nonfederal expenditures by field and source,Consistent,20102010,20242024,1
11C01,"Geosciences, atmospheric sciences, and ocean sciences, atmospheric science and meteorology",All other sources,Nonfederal expenditures by field and source,Consistent,20102010,20242024,1
11C01,"Geosciences, atmospheric sciences, and ocean sciences, atmospheric science and meteorology",Business,Nonfederal expenditures by field and source,Consistent,20102010,20242024,1
11C01,"Geosciences, atmospheric sciences, and ocean sciences, atmospheric science and meteorology",Institution funds,Nonfederal expenditures by field and source,Consistent,20102010,20242024,1
11C01,"Geosciences, atmospheric sciences, and ocean sciences, atmospheric science and meteorology",Nonprofit organziations,Nonfederal expenditures by field and source,Consistent,20102010,20242024,1
11C01,"Geosciences, atmospheric sciences, and ocean sciences, atmospheric science and meteorology",State and local government,Nonfederal expenditures by field and source,Consistent,20102010,20242024,1
11C01,"Geosciences, atmospheric sciences, and ocean sciences, atmospheric science and meteorology",Total,Nonfederal expenditures by field and source,Consistent,20102010,20242024,1
11C02,"Geosciences, atmospheric sciences, and ocean sciences, geological and earth sciences",All other sources,Nonfederal expenditures by field and source,Consistent,20102010,20242024,1
11C02,"Geosciences, atmospheric sciences, and ocean sciences, geological and earth sciences",Business,Nonfederal expenditures by field and source,Consistent,20102010,20242024,1
11C02,"Geosciences, atmospheric sciences, and ocean sciences, geological and earth sciences",Institution funds,Nonfederal expenditures by field and source,Consistent,20102010,20242024,1
11C02,"Geosciences, atmospheric sciences, and ocean sciences, geological and earth sciences",Nonprofit organziations,Nonfederal expenditures by field and source,Consistent,20102010,20242024,1
11C02,"Geosciences, atmospheric sciences, and ocean sciences, geological and earth sciences",State and local government,Nonfederal expenditures by field and source,Consistent,20102010,20242024,1
11C02,"Geosciences, atmospheric sciences, and ocean sciences, geological and earth sciences",Total,Nonfederal expenditures by field and source,Consistent,20102010,20242024,1
11C03,"Geosciences, atmospheric sciences, and ocean sciences, ocean sciences and marine sciences",All other sources,Nonfederal expenditures by field and source,Consistent,20102010,20242024,1
11C03,"Geosciences, atmospheric sciences, and ocean sciences, ocean sciences and marine sciences",Business,Nonfederal expenditures by field and source,Consistent,20102010,20242024,1
11C03,"Geosciences, atmospheric sciences, and ocean sciences, ocean sciences and marine sciences",Institution funds,Nonfederal expenditures by field and source,Consistent,20102010,20242024,1
11C03,"Geosciences, atmospheric sciences, and ocean sciences, ocean sciences and marine sciences",Nonprofit organziations,Nonfederal expenditures by field and source,Consistent,20102010,20242024,1
11C03,"Geosciences, atmospheric sciences, and ocean sciences, ocean sciences and marine sciences",State and local government,Nonfederal expenditures by field and source,Consistent,20102010,20242024,1
11C03,"Geosciences, atmospheric sciences, and ocean sciences, ocean sciences and marine sciences",Total,Nonfederal expenditures by field and source,Consistent,20102010,20242024,1
11C04,"Geosciences, atmospheric sciences, and ocean sciences, other",All other sources,Nonfederal expenditures by field and source,Consistent,20102010,20242024,1
11C04,"Geosciences, atmospheric sciences, and ocean sciences, other",Business,Nonfederal expenditures by field and source,Consistent,20102010,20242024,1
11C04,"Geosciences, atmospheric sciences, and ocean sciences, other",Institution funds,Nonfederal expenditures by field and source,Consistent,20102010,20242024,1
11C04,"Geosciences, atmospheric sciences, and ocean sciences, other",Nonprofit organziations,Nonfederal expenditures by field and source,Consistent,20102010,20242024,1
11C04,"Geosciences, atmospheric sciences, and ocean sciences, other",State and local government,Nonfederal expenditures by field and source,Consistent,20102010,20242024,1
11C04,"Geosciences, atmospheric sciences, and ocean sciences, other",Total,Nonfederal expenditures by field and source,Consistent,20102010,20242024,1
11C05,"Geosciences, atmospheric sciences, and ocean sciences, all",All other sources,Nonfederal expenditures by field and source,Consistent,20102010,20242024,1
11C05,"Geosciences, atmospheric sciences, and ocean sciences, all",Business,Nonfederal expenditures by field and source,Consistent,20102010,20242024,1
11C05,"Geosciences, atmospheric sciences, and ocean sciences, all",Institution funds,Nonfederal expenditures by field and source,Consistent,20102010,20242024,1
11C05,"Geosciences, atmospheric sciences, and ocean sciences, all",Nonprofit organziations,Nonfederal expenditures by field and source,Consistent,20102010,20242024,1
11C05,"Geosciences, atmospheric sciences, and ocean sciences, all",State and local government,Nonfederal expenditures by field and source,Consistent,20102010,20242024,1
